;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
188;within a few hours;82%;f;54.0;-22.98217819983837;-43.22590345635511;Apartment;Entire home/apt;7;2.5;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$297.00;$1,000.00;$180.00;3;$35.00;3;90;79;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
189;within a day;100%;f;2.0;-22.98817429580201;-43.22759305010496;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$219.00;;$150.00;3;$0.00;2;365;35;83.0;8.0;8.0;9.0;9.0;10.0;8.0;t;f;strict;2018;4
190;within an hour;100%;f;1.0;-22.99270284545653;-43.23497877604503;House;Private room;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Pool,""Smoking allowed"",""Pets live on this property"",Dog(s),Shampoo,""24-hour check-in"",Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$140.00;$350.00;$100.00;1;$0.00;1;30;20;94.0;10.0;9.0;10.0;9.0;9.0;9.0;f;f;strict;2018;4
191;within an hour;100%;t;5.0;-22.97822463856909;-43.190340840630085;Apartment;Entire home/apt;2;;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom""}";$89.00;$407.00;$80.00;1;$0.00;2;89;75;89.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
192;within an hour;100%;f;3.0;-22.969815740730848;-43.38807247902423;Serviced apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Long term stays allowed""}";$150.00;;$70.00;2;$0.00;2;1125;18;94.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
193;within an hour;100%;t;5.0;-22.981015855438308;-43.19211840484042;Apartment;Entire home/apt;4;;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom""}";$120.00;$407.00;$80.00;2;$50.00;2;89;40;94.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
194;within an hour;100%;t;5.0;-22.977326953363782;-43.18986674031641;Apartment;Entire home/apt;4;;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom""}";$348.00;$407.00;$80.00;2;$50.00;2;89;31;94.0;9.0;9.0;9.0;10.0;10.0;9.0;f;f;strict;2018;4
195;within an hour;100%;t;2.0;-22.93874629858605;-43.177015502313694;Apartment;Entire home/apt;3;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Host greets you""}";$201.00;$3,000.00;$130.00;2;$80.00;3;1125;27;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
196;;;f;1.0;-22.93799481103196;-43.19469566599434;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Washer / Dryer"",""Buzzer/wireless intercom"",Washer,Dryer}";$154.00;$342.00;$137.00;1;$154.00;1;30;0;;;;;;;;f;f;moderate;2018;4
197;within an hour;100%;f;3.0;-22.874983481455267;-43.56367118903674;House;Entire home/apt;5;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}";$68.00;$342.00;$34.00;1;$48.00;1;60;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
198;within an hour;100%;t;5.0;-22.966073556895758;-43.19056247225958;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Long term stays allowed"",Other}";$130.00;$400.00;$120.00;2;$80.00;3;80;95;94.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
199;within a few hours;100%;f;1.0;-22.96320790193038;-43.1754369366928;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",""Front desk/doorperson""}";$181.00;$400.00;$120.00;3;$25.00;7;14;13;93.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
200;within an hour;100%;t;2.0;-22.963935203392207;-43.17138844078912;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Long term stays allowed""}";$150.00;;$150.00;1;$0.00;1;30;11;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
201;;;f;2.0;-22.94728239279717;-43.1864486939661;House;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Buzzer/wireless intercom""}";$205.00;$683.00;;1;$34.00;3;365;0;;;;;;;;f;f;strict;2018;4
202;within an hour;100%;t;10.0;-22.96486322971458;-43.17594849293153;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Host greets you"",Beachfront,""Paid parking on premises""}";$126.00;$800.00;$135.00;2;$40.00;2;180;64;92.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
203;within an hour;100%;f;1.0;-22.97540994367262;-43.188982446021626;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,Elevator,""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}";$120.00;$370.00;$100.00;1;$80.00;2;30;12;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
204;within an hour;100%;f;3.0;-23.00854252875339;-43.43954023909028;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}";$1,199.00;$3,424.00;;1;$0.00;10;365;0;;;;;;;;t;f;strict;2018;4
205;within an hour;100%;t;5.0;-22.97946578640757;-43.19286772427102;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom""}";$126.00;$407.00;$100.00;2;$100.00;2;89;22;88.0;9.0;9.0;9.0;10.0;10.0;9.0;f;f;strict;2018;4
206;within a day;100%;f;5.0;-22.949836141921185;-43.18124942484609;Apartment;Entire home/apt;4;;1.0;1.0;Real Bed;{};$410.00;$2,391.00;$581.00;1;$0.00;1;760;0;;;;;;;;f;f;flexible;2018;4
207;;;f;1.0;-22.9674822892332;-43.18445067049594;Apartment;Private room;2;;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";$137.00;;$68.00;1;$68.00;2;10;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;f;f;moderate;2018;4
208;a few days or more;33%;f;3.0;-22.920559162603816;-43.17802649313593;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$96.00;$350.00;$80.00;1;$16.00;2;90;6;97.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
209;within an hour;100%;f;2.0;-22.982713275364905;-43.19330483587403;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$178.00;;;1;$0.00;2;15;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
210;a few days or more;0%;f;2.0;-22.880225594155707;-43.49130587923879;House;Private room;1;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Smoking allowed"",Breakfast,""Family/kid friendly"",""translation missing: en.hosting_amenity_50""}";$68.00;;;1;$0.00;2;14;0;;;;;;;;f;f;flexible;2018;4
211;;;f;1.0;-22.968173791024448;-43.17986586631821;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Shampoo,Hangers,Iron,""Laptop friendly workspace""}";$229.00;;$120.00;1;$0.00;3;760;10;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
212;;;f;1.0;-22.95848701435225;-43.18517615287706;Apartment;Entire home/apt;4;3.0;2.0;2.0;Real Bed;"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$318.00;$3,415.00;$102.00;5;$342.00;5;730;0;;;;;;;;f;f;strict;2018;4
213;;;f;2.0;-22.97618498628272;-43.18876246771297;Apartment;Entire home/apt;1;2.0;2.0;4.0;Real Bed;"{TV,""Air conditioning"",""Family/kid friendly"",Essentials}";$499.00;;;1;$100.00;1;30;0;;;;;;;;f;f;flexible;2018;4
214;within a few hours;100%;f;1.0;-22.98665719924382;-43.19321355781961;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$181.00;$700.00;$120.00;2;$50.00;2;180;94;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
215;within an hour;100%;t;1.0;-22.980909974329435;-43.19151749427446;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Hair dryer"",Iron,""Self check-in"",""Front desk/doorperson"",""Room-darkening shades""}";$348.00;$1,500.00;$200.00;4;$500.00;2;90;90;97.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
216;within a few hours;100%;t;1.0;-22.97560535202216;-43.187914255177375;Apartment;Entire home/apt;4;2.5;2.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";$427.00;$3,415.00;$85.00;1;$0.00;1;365;72;95.0;10.0;9.0;10.0;9.0;10.0;9.0;f;f;strict;2018;4
217;within an hour;100%;t;2.0;-23.01129385143897;-43.323050996697546;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi""}";$195.00;;$80.00;3;$100.00;3;365;131;94.0;10.0;10.0;9.0;10.0;10.0;9.0;t;f;strict;2018;4
218;within an hour;100%;t;3.0;-22.969109715433053;-43.188357208664165;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";$89.00;$0.00;$60.00;1;$0.00;2;30;99;96.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
219;within a few hours;100%;f;14.0;-22.99176206008133;-43.23313205691608;Apartment;Entire home/apt;16;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""24-hour check-in""}";$342.00;$1,025.00;$102.00;4;$171.00;7;1095;26;89.0;8.0;8.0;10.0;10.0;9.0;8.0;f;f;strict;2018;4
220;within a few hours;90%;f;2.0;-22.97725092787852;-43.19038569542469;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$178.00;$350.00;$110.00;2;$25.00;3;1125;77;97.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
221;;;f;1.0;-22.96036269865839;-43.21310363963227;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$137.00;$342.00;;1;$0.00;2;30;13;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
222;within an hour;100%;t;1.0;-22.91837757684065;-43.18234781290081;Guest suite;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Babysitter recommendations"",""Children’s dinnerware"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$188.00;;$136.00;1;$0.00;2;60;136;96.0;10.0;10.0;10.0;10.0;9.0;10.0;t;f;strict;2018;4
223;within a day;86%;f;1.0;-22.961561941015557;-43.16841132942146;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";$167.00;$0.00;$84.00;1;$76.00;2;15;38;94.0;9.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
224;within an hour;100%;f;2.0;-22.929039337090305;-43.24140526613344;Apartment;Private room;1;;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$99.00;;;1;$0.00;1;365;12;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
225;;;f;2.0;-22.988307995009297;-43.35749394356657;Apartment;Entire home/apt;4;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer}";$1,199.00;$10,273.00;$377.00;1;$0.00;2;30;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
226;within a few hours;100%;f;2.0;-22.923218320535955;-43.17433710951375;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo}";$150.00;$325.00;$120.00;2;$50.00;14;730;16;87.0;8.0;9.0;9.0;10.0;9.0;9.0;f;f;strict;2018;4
227;;;f;1.0;-22.95348765778937;-43.18112825512596;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""24-hour check-in"",Hangers,""Hair dryer"",Iron}";$249.00;$1,000.00;$300.00;3;$80.00;1;1125;3;100.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
228;within an hour;100%;t;2.0;-23.002055708408857;-43.38971497316819;Apartment;Entire home/apt;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$167.00;$1,708.00;$478.00;2;$0.00;28;1125;20;99.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
229;within an hour;100%;f;7.0;-22.98105125714257;-43.19265246748504;Condominium;Entire home/apt;10;3.0;4.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$270.00;$0.00;$205.00;1;$51.00;6;365;38;91.0;10.0;9.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
230;within a day;50%;f;2.0;-22.982799276349308;-43.21604050675222;Apartment;Entire home/apt;9;2.0;2.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$500.00;$1,000.00;;4;$55.00;2;730;117;94.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
231;within a few hours;100%;f;2.0;-22.969988242076557;-43.18924956359795;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,""Air conditioning"",Pool,Kitchen,Doorman,Breakfast,Elevator,""Family/kid friendly""}";$410.00;$1,708.00;$342.00;1;$0.00;1;14;2;100.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
232;;;f;1.0;-22.9189822063418;-43.18926410928892;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Host greets you""}";$195.00;$500.00;$30.00;1;$0.00;2;5;11;98.0;10.0;10.0;9.0;10.0;9.0;9.0;f;f;moderate;2018;4
233;within an hour;100%;t;1.0;-22.964126682666592;-43.17435722902548;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$143.00;;$122.00;2;$25.00;2;29;122;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2018;4
234;within a few hours;100%;f;2.0;-22.96716624244319;-43.18776349129341;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;"{""Cable TV"",Wifi,""Air conditioning"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}";$181.00;;;2;$85.00;2;760;4;100.0;10.0;10.0;9.0;10.0;10.0;10.0;t;f;strict;2018;4
235;within a day;100%;f;1.0;-22.984347126634024;-43.22991567851923;Apartment;Entire home/apt;6;3.5;4.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Hangers,""Hair dryer"",Iron}";$3,415.00;$1,025.00;$239.00;1;$0.00;2;7;0;;;;;;;;f;f;strict;2018;4
236;within an hour;100%;t;6.0;-22.976349498419648;-43.1980857479488;Apartment;Entire home/apt;8;2.0;2.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Step-free access"",Waterfront}";$256.00;$342.00;$102.00;2;$20.00;1;420;260;96.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
237;within a few hours;100%;f;1.0;-22.98338449702436;-43.223323826117024;Apartment;Entire home/apt;6;2.5;2.0;5.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Hot tub"",""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Window guards""}";$505.00;$842.00;$0.00;2;$126.00;3;630;38;98.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
